Author,Novel,Position,Length
Гоголь,Мертвые души Том первый,2675,200
Гоголь,Выбранные места из переписки с друзьями,838,200
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",110,200
Гоголь,Выбранные места из переписки с друзьями,1223,200
Гоголь,Выбранные места из переписки с друзьями,265,200
Гоголь,Мертвые души Том первый,2876,200
Гоголь,Выбранные места из переписки с друзьями,3011,200
Гоголь,Выбранные места из переписки с друзьями,2187,200
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",566,200
Гоголь,Портрет,116,200
Гоголь,Выбранные места из переписки с друзьями,1880,200
Гоголь,Выбранные места из переписки с друзьями,2375,200
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",119,200
Гоголь,Портрет,287,200
Гоголь,Выбранные места из переписки с друзьями,2417,200
Гоголь,Выбранные места из переписки с друзьями,2523,200
Гоголь,Записки сумасшедшего,339,200
Гоголь,Мертвые души Том первый,184,200
Гоголь,Портрет,184,200
Гоголь,Записки сумасшедшего,256,200
Гоголь,Рим,65,200
Гоголь,Портрет,128,200
Гоголь,Выбранные места из переписки с друзьями,369,200
Гоголь,Выбранные места из переписки с друзьями,349,200
Гоголь,Выбранные места из переписки с друзьями,2692,200
Гоголь,Мертвые души Том первый,3526,200
Гоголь,Портрет,466,200
Гоголь,Записки сумасшедшего,427,166
Гоголь,Мертвые души Том первый,634,200
Гоголь,Выбранные места из переписки с друзьями,1198,200
Гоголь,Мертвые души Том первый,1427,200
Гоголь,Мертвые души Том первый,3022,200
Гоголь,Выбранные места из переписки с друзьями,1011,200
Гоголь,Мертвые души Том первый,2163,200
Гоголь,Мертвые души Том первый,3683,200
Гоголь,Рим,47,200
Гоголь,Выбранные места из переписки с друзьями,128,200
Гоголь,Мертвые души Том первый,160,200
Гоголь,Мертвые души Том первый,3793,193
Гоголь,Мертвые души Том первый,1203,200
Гоголь,Портрет,426,200
Гоголь,Мертвые души Том первый,3151,200
Гоголь,Записки сумасшедшего,416,177
Гоголь,Выбранные места из переписки с друзьями,1348,200
Гоголь,Портрет,374,200
Гоголь,Выбранные места из переписки с друзьями,245,200
Гоголь,Портрет,57,200
Гоголь,Выбранные места из переписки с друзьями,460,200
Гоголь,Записки сумасшедшего,342,200
Гоголь,Мертвые души Том первый,2600,200
Гоголь,Мертвые души Том первый,3145,200
Гоголь,Портрет,296,200
Гоголь,Выбранные места из переписки с друзьями,689,200
Гоголь,Выбранные места из переписки с друзьями,2374,200
Гоголь,Выбранные места из переписки с друзьями,103,200
Гоголь,Портрет,283,200
Гоголь,Мертвые души Том первый,1073,200
Гоголь,Выбранные места из переписки с друзьями,226,200
Гоголь,Выбранные места из переписки с друзьями,1845,200
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",650,200
Гоголь,Выбранные места из переписки с друзьями,2989,200
Гоголь,Мертвые души Том первый,784,200
Гоголь,Выбранные места из переписки с друзьями,2857,200
Гоголь,Записки сумасшедшего,127,200
Гоголь,Портрет,220,200
Гоголь,Мертвые души Том первый,2570,200
Гоголь,Выбранные места из переписки с друзьями,2277,200
Гоголь,Выбранные места из переписки с друзьями,2502,200
Гоголь,Мертвые души Том первый,585,200
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",315,200
Гоголь,Мертвые души Том первый,3689,200
Гоголь,Выбранные места из переписки с друзьями,1586,200
Гоголь,Записки сумасшедшего,188,200
Гоголь,Портрет,286,200
Гоголь,Выбранные места из переписки с друзьями,241,200
Гоголь,Мертвые души Том первый,1158,200
Гоголь,Выбранные места из переписки с друзьями,2176,200
Гоголь,Выбранные места из переписки с друзьями,2749,200
Гоголь,Записки сумасшедшего,285,200
Гоголь,Мертвые души Том первый,3018,200
Гоголь,Мертвые души Том первый,2307,200
Гоголь,Портрет,391,200
Гоголь,Записки сумасшедшего,52,200
Гоголь,Портрет,632,200
Гоголь,Выбранные места из переписки с друзьями,195,200
Гоголь,Мертвые души Том первый,512,200
Гоголь,Мертвые души Том первый,3007,200
Гоголь,Портрет,793,154
Гоголь,Мертвые души Том первый,2587,200
Гоголь,Выбранные места из переписки с друзьями,2311,200
Гоголь,Мертвые души Том первый,2156,200
Гоголь,Мертвые души Том первый,2883,200
Гоголь,Портрет,44,200
Гоголь,Рим,246,200
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",183,200
Гоголь,Выбранные места из переписки с друзьями,76,200
Гоголь,Мертвые души Том первый,3226,200
Гоголь,Мертвые души Том первый,757,200
Гоголь,Мертвые души Том первый,923,200
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",197,200
Гоголь,Мертвые души Том первый,2720,200
Гоголь,Мертвые души Том первый,3062,200
Гоголь,Выбранные места из переписки с друзьями,2033,200
Гоголь,Выбранные места из переписки с друзьями,1620,200
Гоголь,Выбранные места из переписки с друзьями,2078,200
Гоголь,Мертвые души Том первый,3527,200
Гоголь,Записки сумасшедшего,378,200
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",225,200
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",312,200
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",464,200
Гоголь,Мертвые души Том первый,916,200
Гоголь,Выбранные места из переписки с друзьями,168,200
Гоголь,Мертвые души Том первый,2223,200
Гоголь,Мертвые души Том первый,1786,200
Гоголь,Мертвые души Том первый,2411,200
Гоголь,Мертвые души Том первый,2820,200
Гоголь,Выбранные места из переписки с друзьями,2230,200
Гоголь,Мертвые души Том первый,472,200
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",341,200
Гоголь,Выбранные места из переписки с друзьями,2474,200
Гоголь,Выбранные места из переписки с друзьями,1836,200
Гоголь,Портрет,741,200
Гоголь,Выбранные места из переписки с друзьями,1990,200
Гоголь,Записки сумасшедшего,100,200
Гоголь,Выбранные места из переписки с друзьями,2919,200
Гоголь,Рим,261,200
Гоголь,Записки сумасшедшего,29,200
Гоголь,Мертвые души Том первый,649,200
Гоголь,Портрет,680,200
Гоголь,Выбранные места из переписки с друзьями,566,200
Гоголь,Записки сумасшедшего,276,200
Гоголь,Мертвые души Том первый,2645,200
Гоголь,Записки сумасшедшего,245,200
Гоголь,Мертвые души Том первый,1317,200
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",672,200
Гоголь,Мертвые души Том первый,179,200
Гоголь,Выбранные места из переписки с друзьями,186,200
Гоголь,Мертвые души Том первый,3286,200
Гоголь,Выбранные места из переписки с друзьями,933,200
Гоголь,Рим,311,167
Гоголь,Выбранные места из переписки с друзьями,2218,200
Гоголь,Выбранные места из переписки с друзьями,1874,200
Гоголь,Портрет,34,200
Карамзин,Марфа-Посадница или Покорение Новагорода,184,200
Карамзин,Письма русского путешественника,5326,200
Карамзин,Письма русского путешественника,605,200
Карамзин,Бедная Лиза,72,200
Карамзин,несколько слов о русской литературе,0,141
Карамзин,Письма русского путешественника,1697,200
Карамзин,Письма русского путешественника,3616,200
Карамзин,Письма русского путешественника,3483,200
Карамзин,"Опыт нынешнего естественного, гражданского и политического состояния Швейцарии",0,46
Карамзин,Письма русского путешественника,1274,200
Карамзин,Письма русского путешественника,4539,200
Карамзин,Письма русского путешественника,5677,200
Карамзин,Письма русского путешественника,3402,200
Карамзин,Письма русского путешественника,3925,200
Карамзин,Марфа-Посадница или Покорение Новагорода,588,200
Карамзин,Письма русского путешественника,518,200
Карамзин,Письма русского путешественника,7478,200
Карамзин,Письма русского путешественника,1810,200
Карамзин,Письма русского путешественника,6603,200
Карамзин,Письма русского путешественника,5845,200
Карамзин,Письма русского путешественника,6791,200
Карамзин,Марфа-Посадница или Покорение Новагорода,53,200
Карамзин,Наталья боярская дочь,241,200
Карамзин,Письма русского путешественника,1641,200
Карамзин,Марфа-Посадница или Покорение Новагорода,435,200
Карамзин,Бедная Лиза,63,200
Карамзин,Письма русского путешественника,8230,200
Карамзин,Находить в самых обыкновенных вещах пиитическую сторону,0,21
Карамзин,Письма русского путешественника,977,200
Карамзин,Письма русского путешественника,111,200
Карамзин,Письма русского путешественника,5804,200
Карамзин,Граф нашего времени,59,200
Карамзин,Письма русского путешественника,6597,200
Карамзин,Письма русского путешественника,2726,200
Карамзин,Письма русского путешественника,8386,200
Карамзин,Письма русского путешественника,4467,200
Карамзин,Письма русского путешественника,8622,200
Карамзин,Письма русского путешественника,4481,200
Карамзин,Граф нашего времени,227,172
Карамзин,Письма русского путешественника,6532,200
Карамзин,Остров Бронгольм,21,163
Карамзин,Письма русского путешественника,8003,200
Карамзин,Письма русского путешественника,8641,200
Карамзин,Письма русского путешественника,1928,200
Карамзин,Бедная Лиза,96,200
Карамзин,Письма русского путешественника,7034,200
Карамзин,Письма русского путешественника,4822,200
Карамзин,Письма русского путешественника,5184,200
Карамзин,Письма русского путешественника,3948,200
Карамзин,Письма русского путешественника,8014,200
Карамзин,Письма русского путешественника,1377,200
Карамзин,Письма русского путешественника,4712,200
Карамзин,Письма русского путешественника,7370,200
Карамзин,Достопамятная жизнь девицы Клариссы Гарлов,0,45
Карамзин,Письма русского путешественника,3399,200
Карамзин,Письма русского путешественника,1545,200
Карамзин,Письма русского путешественника,4894,200
Карамзин,Моя исповель,7,153
Карамзин,Письма русского путешественника,7989,200
Карамзин,Письма русского путешественника,5031,200
Карамзин,Письма русского путешественника,7480,200
Карамзин,Письма русского путешественника,110,200
Карамзин,Мелодор к Филалету,0,124
Карамзин,Письма русского путешественника,652,200
Карамзин,Письма русского путешественника,7580,200
Карамзин,Письма русского путешественника,6008,200
Карамзин,Письма русского путешественника,2580,200
Карамзин,Письма русского путешественника,3459,200
Карамзин,Письма русского путешественника,4206,200
Карамзин,Письма русского путешественника,6870,200
Карамзин,Наталья боярская дочь,67,200
Карамзин,Письма русского путешественника,6138,200
Карамзин,Письма русского путешественника,2604,200
Карамзин,Письма русского путешественника,4560,200
Карамзин,Письма русского путешественника,530,200
Карамзин,Письма русского путешественника,3152,200
Карамзин,Письма русского путешественника,283,200
Карамзин,Бедная Лиза,125,200
Карамзин,Граф NN,81,151
Карамзин,Марфа-Посадница или Покорение Новагорода,689,190
Карамзин,Письма русского путешественника,6006,200
Карамзин,Письма русского путешественника,5174,200
Карамзин,Моя исповель,4,156
Карамзин,Письма русского путешественника,988,200
Карамзин,Письма русского путешественника,6761,200
Карамзин,Письма русского путешественника,7207,200
Карамзин,Письма русского путешественника,8587,200
Карамзин,Марфа-Посадница или Покорение Новагорода,202,200
Карамзин,Письма русского путешественника,580,200
Карамзин,Письма русского путешественника,7179,200
Карамзин,Письма русского путешественника,5702,200
Карамзин,Письма русского путешественника,5140,200
Карамзин,Письма русского путешественника,4585,200
Карамзин,Письма русского путешественника,4572,200
Карамзин,Письма русского путешественника,3989,200
Карамзин,Письма русского путешественника,5302,200
Карамзин,Письма русского путешественника,2838,200
Карамзин,Наталья боярская дочь,5,200
Карамзин,Письма русского путешественника,1660,200
Карамзин,Письма русского путешественника,1887,200
Карамзин,Письма русского путешественника,1734,200
Карамзин,Письма русского путешественника,4400,200
Карамзин,Письма русского путешественника,7079,200
Карамзин,Бедная Лиза,67,200
Карамзин,Письма русского путешественника,7329,200
Карамзин,Бедная Лиза,17,200
Карамзин,Письма русского путешественника,2934,200
Карамзин,Письма русского путешественника,5590,200
Карамзин,Письма русского путешественника,7087,200
Карамзин,Наталья боярская дочь,495,164
Карамзин,Письма русского путешественника,6905,200
Карамзин,Письма русского путешественника,4712,200
Карамзин,Письма русского путешественника,8226,200
Карамзин,Мелодор к Филалету,0,124
Карамзин,Марфа-Посадница или Покорение Новагорода,609,200
Карамзин,Письма русского путешественника,70,200
Карамзин,Граф нашего времени,101,200
Карамзин,"Нечто о науках, искусствах и просвещении",88,167
Карамзин,Письма русского путешественника,4640,200
Карамзин,Письма русского путешественника,15,200
Карамзин,"О сравнении древней, а особливо греческой, с немецкою и новейшею литературою",0,59
Карамзин,Бедная Лиза,209,152
Карамзин,Марфа-Посадница или Покорение Новагорода,458,200
Карамзин,"Нечто о науках, искусствах и просвещении",65,190
Карамзин,Марфа-Посадница или Покорение Новагорода,576,200
Карамзин,Письма русского путешественника,1968,200
Карамзин,Письма русского путешественника,2567,200
Карамзин,Граф нашего времени,61,200
Карамзин,Граф нашего времени,210,189
Карамзин,Письма русского путешественника,5351,200
Карамзин,"Нечто о науках, искусствах и просвещении",13,200
Карамзин,Марфа-Посадница или Покорение Новагорода,69,200
Карамзин,Письма русского путешественника,6733,200
Карамзин,Письма русского путешественника,8270,200
Карамзин,Письма русского путешественника,7559,200
Карамзин,Марфа-Посадница или Покорение Новагорода,247,200
Карамзин,Письма русского путешественника,77,200
Карамзин,Письма русского путешественника,3447,200
Карамзин,Письма русского путешественника,2344,200
Карамзин,Письма русского путешественника,1520,200
Карамзин,Письма русского путешественника,4603,200
Карамзин,Письма русского путешественника,6257,200
Карамзин,Граф NN,25,200
Карамзин,Письма русского путешественника,450,200
Карамзин,Письма русского путешественника,4198,200
Карамзин,Письма русского путешественника,8639,200
Карамзин,Остров Бронгольм,18,166
Карамзин,Письма русского путешественника,6312,200
Карамзин,Письма русского путешественника,6803,200
Карамзин,Письма русского путешественника,240,200
Карамзин,"Нечто о науках, искусствах и просвещении",24,200
Карамзин,Наталья боярская дочь,62,200
Карамзин,Письма русского путешественника,7847,200
Карамзин,Письма русского путешественника,115,200
Карамзин,Письма русского путешественника,2801,200
Карамзин,Письма русского путешественника,6709,200
Карамзин,Письма русского путешественника,5967,200
Карамзин,Письма русского путешественника,2290,200
Карамзин,Письма русского путешественника,3152,200
Карамзин,Письма русского путешественника,1804,200
Карамзин,Граф нашего времени,0,200
Карамзин,Письма русского путешественника,4047,200
Карамзин,Письма русского путешественника,5278,200
Карамзин,Письма русского путешественника,5229,200
Карамзин,Письма русского путешественника,2614,200
Карамзин,Письма русского путешественника,1515,200
Карамзин,Письма русского путешественника,3152,200
Карамзин,Письма русского путешественника,5989,200
Карамзин,Письма русского путешественника,952,200
Карамзин,Бедная Лиза,90,200
Карамзин,Письма русского путешественника,1356,200
Карамзин,Письма русского путешественника,1105,200
Карамзин,Письма русского путешественника,1164,200
Карамзин,Письма русского путешественника,2239,200
Карамзин,Письма русского путешественника,518,200
Карамзин,"Нечто о науках, искусствах и просвещении",30,200
Карамзин,Граф NN,22,200
Карамзин,Письма русского путешественника,8575,200
Карамзин,Письма русского путешественника,8795,200
Карамзин,Письма русского путешественника,8389,200
Карамзин,Письма русского путешественника,5925,200
Карамзин,Граф NN,33,199
Карамзин,Письма русского путешественника,1695,200
Карамзин,Письма русского путешественника,566,200
Карамзин,Марфа-Посадница или Покорение Новагорода,215,200
Карамзин,Письма русского путешественника,5692,200
Карамзин,Письма русского путешественника,3549,200
Карамзин,Письма русского путешественника,1162,200
Карамзин,Письма русского путешественника,6050,200
Карамзин,Письма русского путешественника,5630,200
Карамзин,Письма русского путешественника,4547,200
Карамзин,Письма русского путешественника,2270,200
Карамзин,Письма русского путешественника,4290,200
Карамзин,Письма русского путешественника,4898,200
Карамзин,Письма русского путешественника,3147,200
Карамзин,Письма русского путешественника,4984,200
Карамзин,Неистовый Роланд,0,16
Карамзин,Наталья боярская дочь,173,200
Лермонтов,Вадим,127,200
Лермонтов,Княжна Мери,994,200
Лермонтов,Вадим,351,200
Лермонтов,Вадим,759,200
Лермонтов,Княжна Мери,559,200
Лермонтов,Вадим,927,200
Лермонтов,Княжна Мери,463,200
Лермонтов,Вадим,530,200
Лермонтов,Вадим,773,200
Лермонтов,Княжна Мери,868,200
Лермонтов,Вадим,292,200
Лермонтов,Вадим,495,200
Лермонтов,Бэла,482,200
Лермонтов,Вадим,55,200
Лермонтов,Бэла,197,200
Лермонтов,Вадим,926,200
Лермонтов,Княжна Мери,1033,200
Лермонтов,Княжна Мери,531,200
Лермонтов,Княжна Мери,1237,200
Лермонтов,Вадим,810,200
Лермонтов,Бэла,456,200
Лермонтов,Бэла,423,200
Лермонтов,Княжна Мери,1182,200
Лермонтов,Я хочу рассказать вам,0,59
Лермонтов,Вадим,982,155
Лермонтов,Бэла,447,200
Лермонтов,Вадим,690,200
Лермонтов,Вадим,97,200
Лермонтов,Княжна Мери,1387,163
Лермонтов,Княжна Мери,457,200
Лермонтов,Вадим,150,200
Лермонтов,Бэла,226,200
Лермонтов,Я хочу рассказать вам,0,59
Лермонтов,Вадим,599,200
Лермонтов,Княжна Мери,88,200
Лермонтов,Штосс,70,181
Лермонтов,Вадим,962,175
Лермонтов,Княжна Мери,28,200
Лермонтов,Княжна Мери,700,200
Лермонтов,Княжна Мери,598,200
Лермонтов,Вадим,49,200
Лермонтов,Вадим,350,200
Лермонтов,Вадим,291,200
Лермонтов,Вадим,567,200
Лермонтов,Княжна Мери,64,200
Лермонтов,Вадим,778,200
Лермонтов,Штосс,35,200
Лермонтов,Я хочу рассказать вам,0,59
Лермонтов,Бэла,481,200
Лермонтов,Княжна Мери,1121,200
Лермонтов,Вадим,324,200
Лермонтов,Вадим,390,200
Лермонтов,Вадим,521,200
Лермонтов,Вадим,928,200
Лермонтов,Княжна Мери,748,200
Лермонтов,Вадим,206,200
Лермонтов,Вадим,224,200
Лермонтов,Бэла,51,200
Лермонтов,Штосс,41,200
Лермонтов,Княжна Мери,608,200
Лермонтов,Княжна Мери,270,200
Лермонтов,Княжна Мери,227,200
Лермонтов,Вадим,925,200
Лермонтов,Княжна Мери,124,200
Лермонтов,Княжна Мери,1297,200
Лермонтов,Княжна Мери,1183,200
Лермонтов,Княжна Мери,954,200
Лермонтов,Княжна Мери,485,200
Лермонтов,Княжна Мери,743,200
Лермонтов,Княжна Мери,362,200
Лермонтов,Княжна Мери,218,200
Лермонтов,Вадим,639,200
Лермонтов,Княжна Мери,853,200
Лермонтов,Княжна Мери,193,200
Лермонтов,Вадим,356,200
Лермонтов,Штосс,99,152
Лермонтов,Княжна Мери,700,200
Лермонтов,Бэла,119,200
Лермонтов,Бэла,235,200
Лермонтов,Вадим,283,200
Лермонтов,Княжна Мери,1372,178
Лермонтов,Вадим,935,200
Лермонтов,Вадим,928,200
Лермонтов,Вадим,675,200
Лермонтов,Княжна Мери,1117,200
Лермонтов,Вадим,290,200
Лермонтов,Княжна Мери,445,200
Лермонтов,Княжна Мери,901,200
Лермонтов,Княжна Мери,423,200
Лермонтов,Штосс,44,200
Лермонтов,Княжна Мери,1217,200
Лермонтов,Бэла,230,200
Лермонтов,Княжна Мери,607,200
Лермонтов,Вадим,691,200
Лермонтов,Бэла,418,200
Лермонтов,Бэла,370,200
Лермонтов,Княжна Мери,1,200
Лермонтов,Вадим,475,200
Лермонтов,Вадим,774,200
Лермонтов,Княжна Мери,259,200
Лермонтов,Бэла,411,200
Лермонтов,Княжна Мери,1217,200
Лермонтов,Княжна Мери,966,200
Лермонтов,Вадим,425,200
Лермонтов,Княжна Мери,585,200
Лермонтов,Княжна Мери,231,200
Лермонтов,Княжна Мери,427,200
Лермонтов,Княжна Мери,617,200
Лермонтов,Вадим,224,200
Лермонтов,Княжна Мери,354,200
Лермонтов,Княжна Мери,139,200
Лермонтов,Бэла,11,200
Лермонтов,Княжна Мери,974,200
Лермонтов,Бэла,354,200
Лермонтов,Бэла,91,200
Лермонтов,Бэла,24,200
Лермонтов,Княжна Мери,1283,200
Лермонтов,Вадим,665,200
Лермонтов,Бэла,512,170
Лермонтов,Бэла,523,159
Лермонтов,Я хочу рассказать вам,0,59
Лермонтов,Штосс,40,200
Лермонтов,Княжна Мери,237,200
Лермонтов,Вадим,526,200
Лермонтов,Княжна Мери,1026,200
Лермонтов,Княжна Мери,565,200
Лермонтов,Вадим,268,200
Лермонтов,Вадим,609,200
Лермонтов,Бэла,431,200
Лермонтов,Княжна Мери,25,200
Лермонтов,Вадим,860,200
Лермонтов,Вадим,880,200
Лермонтов,Бэла,488,194
Лермонтов,Вадим,25,200
Лермонтов,Бэла,262,200
Лермонтов,Вадим,923,200
Лермонтов,Бэла,115,200
Лермонтов,Вадим,227,200
Лермонтов,Вадим,11,200
Лермонтов,Княжна Мери,638,200
Лермонтов,Штосс,57,194
Лермонтов,Княжна Мери,1191,200
Лермонтов,Вадим,379,200
Лермонтов,Штосс,88,163
Лермонтов,Вадим,811,200
Лермонтов,Вадим,57,200
Лермонтов,Княжна Мери,564,200
Лермонтов,Княжна Мери,962,200
Лермонтов,Бэла,172,200
Лермонтов,Княжна Мери,1124,200
Лермонтов,Вадим,240,200
Лермонтов,Вадим,659,200
Лермонтов,Вадим,952,185
Лермонтов,Штосс,70,181
Лермонтов,Бэла,367,200
Лермонтов,Вадим,102,200
Лермонтов,Бэла,78,200
Лермонтов,Княжна Мери,532,200
Лермонтов,Княжна Мери,597,200
Лермонтов,Вадим,854,200
Лермонтов,Княжна Мери,181,200
Лермонтов,Княжна Мери,933,200
Лермонтов,Вадим,540,200
Лермонтов,Княжна Мери,9,200
Лермонтов,Бэла,367,200
Лермонтов,Бэла,201,200
Лермонтов,Вадим,905,200
Лермонтов,Княжна Мери,724,200
Лермонтов,Бэла,480,200
Лермонтов,Вадим,402,200
Лермонтов,Княжна Мери,1122,200
Лермонтов,Вадим,564,200
Лермонтов,Княжна Мери,788,200
Лермонтов,Штосс,100,151
Лермонтов,Княжна Мери,614,200
Лермонтов,Вадим,261,200
Лермонтов,Вадим,451,200
Лермонтов,Княжна Мери,640,200
Лермонтов,Вадим,687,200
Лермонтов,Княжна Мери,59,200
Лермонтов,Вадим,611,200
Лермонтов,Княжна Мери,706,200
Лермонтов,Я хочу рассказать вам,0,59
Лермонтов,Вадим,540,200
Лермонтов,Княжна Мери,540,200
Лермонтов,Вадим,758,200
Лермонтов,Княжна Мери,975,200
Лермонтов,Вадим,328,200
Лермонтов,Княжна Мери,23,200
Лермонтов,Вадим,734,200
Лермонтов,Вадим,674,200
Лермонтов,Вадим,497,200
Лермонтов,Бэла,348,200
Лермонтов,Вадим,286,200
Лермонтов,Вадим,678,200
Лермонтов,Бэла,341,200
Лермонтов,Княжна Мери,266,200
Лермонтов,Вадим,210,200
Лермонтов,Княжна Мери,812,200
Лермонтов,Бэла,477,200
Лермонтов,Вадим,120,200
Лермонтов,Бэла,443,200
Лермонтов,Вадим,445,200
Лермонтов,Княжна Мери,753,200
Лермонтов,Бэла,72,200
Лермонтов,Бэла,329,200
Лермонтов,Штосс,47,200
Лермонтов,Вадим,824,200
Лермонтов,Княжна Мери,1326,200
Лермонтов,Княжна Мери,1106,200
Лермонтов,Бэла,470,200
Лермонтов,Княжна Мери,188,200
Лермонтов,Княжна Мери,492,200
Лермонтов,Княжна Мери,1126,200
Булгаков,Белая гвардия,5174,200
Булгаков,Белая гвардия,1013,200
Булгаков,Мастер и Маргарита,1149,200
Булгаков,Мастер и Маргарита,1331,200
Булгаков,Белая гвардия,5487,200
Булгаков,Мастер и Маргарита,5820,200
Булгаков,Мастер и Маргарита,4590,200
Булгаков,Белая гвардия,5705,200
Булгаков,Белая гвардия,4267,200
Булгаков,Белая гвардия,3463,200
Булгаков,Мастер и Маргарита,1805,200
Булгаков,Белая гвардия,2715,200
Булгаков,Мастер и Маргарита,1782,200
Булгаков,Мастер и Маргарита,6650,200
Булгаков,Мастер и Маргарита,3554,200
Булгаков,Мастер и Маргарита,5822,200
Булгаков,Белая гвардия,5404,200
Булгаков,Белая гвардия,4953,200
Булгаков,Мастер и Маргарита,1444,200
Булгаков,Морфий,583,200
Булгаков,Мастер и Маргарита,6095,200
Булгаков,Мастер и Маргарита,2043,200
Булгаков,Мастер и Маргарита,1479,200
Булгаков,Мастер и Маргарита,6203,200
Булгаков,Белая гвардия,4017,200
Булгаков,Белая гвардия,3342,200
Булгаков,Морфий,528,200
Булгаков,Морфий,319,200
Булгаков,Мастер и Маргарита,6604,200
Булгаков,Белая гвардия,5264,200
Булгаков,Белая гвардия,2022,200
Булгаков,Мастер и Маргарита,3232,200
Булгаков,Мастер и Маргарита,6516,200
Булгаков,Белая гвардия,363,200
Булгаков,Мастер и Маргарита,7006,200
Булгаков,Белая гвардия,3642,200
Булгаков,Мастер и Маргарита,1520,200
Булгаков,Мастер и Маргарита,6565,200
Булгаков,Белая гвардия,4650,200
Булгаков,Мастер и Маргарита,1697,200
Булгаков,Белая гвардия,2269,200
Булгаков,Мастер и Маргарита,5404,200
Булгаков,Мастер и Маргарита,4164,200
Булгаков,Белая гвардия,1551,200
Булгаков,Мастер и Маргарита,5522,200
Булгаков,Мастер и Маргарита,2962,200
Булгаков,Мастер и Маргарита,703,200
Булгаков,Мастер и Маргарита,6574,200
Булгаков,Мастер и Маргарита,8057,200
Булгаков,Мастер и Маргарита,5215,200
Булгаков,Морфий,285,200
Булгаков,Мастер и Маргарита,6834,200
Булгаков,Белая гвардия,2218,200
Булгаков,Морфий,232,200
Булгаков,Мастер и Маргарита,5125,200
Булгаков,Мастер и Маргарита,5247,200
Булгаков,Мастер и Маргарита,1384,200
Булгаков,Белая гвардия,3656,200
Булгаков,Мастер и Маргарита,4352,200
Булгаков,Белая гвардия,473,200
Булгаков,Мастер и Маргарита,994,200
Булгаков,Мастер и Маргарита,519,200
