Author,Novel,Position,Length
Oscar Wilde,Lady Windermere's Fan,2382,350
Oscar Wilde,"Vera; Or, The Nihilists",2135,350
Oscar Wilde,"Vera; Or, The Nihilists",1380,350
Oscar Wilde,Lady Windermere's Fan,1368,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,128,350
Oscar Wilde,The Picture of Dorian Gray,850,350
Oscar Wilde,Intentions,1567,350
Oscar Wilde,The Picture of Dorian Gray,5146,350
Oscar Wilde,Intentions,1495,350
Oscar Wilde,"Vera; Or, The Nihilists",84,350
Oscar Wilde,The Picture of Dorian Gray,1665,350
Oscar Wilde,"Vera; Or, The Nihilists",923,350
Oscar Wilde,"Vera; Or, The Nihilists",2294,350
Oscar Wilde,Lady Windermere's Fan,2189,350
Oscar Wilde,The Picture of Dorian Gray,238,350
Oscar Wilde,The Picture of Dorian Gray,2927,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,2766,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,1456,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,1616,350
Oscar Wilde,The Picture of Dorian Gray,2003,350
Oscar Wilde,Intentions,423,350
Oscar Wilde,The Soul of Man under Socialism,178,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,1275,350
Oscar Wilde,The Soul of Man under Socialism,503,350
Oscar Wilde,"Vera; Or, The Nihilists",2407,283
Oscar Wilde,Intentions,83,350
Oscar Wilde,The Picture of Dorian Gray,1760,350
Oscar Wilde,"Vera; Or, The Nihilists",536,350
Oscar Wilde,The Soul of Man under Socialism,450,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,2720,350
Oscar Wilde,Lady Windermere's Fan,60,350
Oscar Wilde,Intentions,2364,350
Oscar Wilde,"Vera; Or, The Nihilists",1565,350
Oscar Wilde,The Picture of Dorian Gray,3302,350
Oscar Wilde,Intentions,349,350
Oscar Wilde,The Picture of Dorian Gray,4561,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,1347,350
Oscar Wilde,Intentions,2244,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,435,350
Oscar Wilde,The Soul of Man under Socialism,229,350
Oscar Wilde,The Picture of Dorian Gray,2283,350
Oscar Wilde,"Vera; Or, The Nihilists",138,350
Oscar Wilde,"Vera; Or, The Nihilists",1190,350
Oscar Wilde,"Vera; Or, The Nihilists",297,350
Oscar Wilde,Intentions,1364,350
Oscar Wilde,Lady Windermere's Fan,2694,350
Oscar Wilde,Lady Windermere's Fan,1979,350
Oscar Wilde,The Soul of Man under Socialism,484,350
Oscar Wilde,The Picture of Dorian Gray,2179,350
Oscar Wilde,"Vera; Or, The Nihilists",1234,350
Oscar Wilde,The Picture of Dorian Gray,4182,350
Oscar Wilde,Intentions,1150,350
Oscar Wilde,"The Happy Prince, and Other Tales",666,318
Oscar Wilde,"The Happy Prince, and Other Tales",107,350
Oscar Wilde,The Picture of Dorian Gray,1534,350
Oscar Wilde,Lady Windermere's Fan,1764,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,2909,277
Oscar Wilde,"Vera; Or, The Nihilists",1422,350
Oscar Wilde,The Picture of Dorian Gray,541,350
Oscar Wilde,Lady Windermere's Fan,720,350
Oscar Wilde,The Canterville Ghost,61,350
Oscar Wilde,"Vera; Or, The Nihilists",251,350
Oscar Wilde,"Vera; Or, The Nihilists",2063,350
Oscar Wilde,Intentions,938,350
Oscar Wilde,The Picture of Dorian Gray,3897,350
Oscar Wilde,Lady Windermere's Fan,2857,275
Oscar Wilde,The Picture of Dorian Gray,1670,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,1944,350
Oscar Wilde,"Vera; Or, The Nihilists",849,350
Oscar Wilde,Lady Windermere's Fan,2491,350
Oscar Wilde,The Picture of Dorian Gray,5040,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,501,350
Oscar Wilde,Lady Windermere's Fan,1822,350
Oscar Wilde,The Soul of Man under Socialism,469,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,1511,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,2526,350
Oscar Wilde,The Picture of Dorian Gray,5456,350
Oscar Wilde,Intentions,1732,350
Oscar Wilde,The Picture of Dorian Gray,827,350
Oscar Wilde,Intentions,256,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,2227,350
Oscar Wilde,Intentions,205,350
Oscar Wilde,Intentions,1630,350
Oscar Wilde,The Picture of Dorian Gray,5039,350
Oscar Wilde,The Picture of Dorian Gray,3005,350
Oscar Wilde,"The Happy Prince, and Other Tales",451,350
Oscar Wilde,Lady Windermere's Fan,781,350
Oscar Wilde,Intentions,2047,350
Oscar Wilde,The Picture of Dorian Gray,1441,350
Oscar Wilde,"The Happy Prince, and Other Tales",564,350
Oscar Wilde,Lady Windermere's Fan,1790,350
Oscar Wilde,Lady Windermere's Fan,1746,350
Oscar Wilde,The Canterville Ghost,62,350
Oscar Wilde,Intentions,2535,266
Oscar Wilde,Lady Windermere's Fan,2538,350
Oscar Wilde,Lady Windermere's Fan,2588,350
Oscar Wilde,Lady Windermere's Fan,241,350
Oscar Wilde,Lady Windermere's Fan,1415,350
Oscar Wilde,Lady Windermere's Fan,1609,350
Oscar Wilde,The Soul of Man under Socialism,511,350
Oscar Wilde,The Picture of Dorian Gray,687,350
Oscar Wilde,The Soul of Man under Socialism,372,350
Oscar Wilde,The Picture of Dorian Gray,5496,350
Oscar Wilde,Intentions,2306,350
Oscar Wilde,"The Happy Prince, and Other Tales",229,350
Oscar Wilde,Lady Windermere's Fan,1623,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,2,350
Oscar Wilde,Lady Windermere's Fan,2037,350
Oscar Wilde,The Picture of Dorian Gray,794,350
Oscar Wilde,The Picture of Dorian Gray,4301,350
Oscar Wilde,"Vera; Or, The Nihilists",1325,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,2243,350
Oscar Wilde,The Picture of Dorian Gray,4375,350
Oscar Wilde,The Picture of Dorian Gray,2703,350
Oscar Wilde,The Picture of Dorian Gray,4306,350
Oscar Wilde,The Picture of Dorian Gray,2654,350
Oscar Wilde,The Picture of Dorian Gray,5800,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,2600,350
Oscar Wilde,"Vera; Or, The Nihilists",1439,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,1929,350
Oscar Wilde,The Soul of Man under Socialism,480,350
Oscar Wilde,Lady Windermere's Fan,2341,350
Oscar Wilde,The Picture of Dorian Gray,3364,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,2442,350
Oscar Wilde,The Picture of Dorian Gray,2469,350
Oscar Wilde,"Vera; Or, The Nihilists",2113,350
Oscar Wilde,Lady Windermere's Fan,2797,335
Oscar Wilde,"Vera; Or, The Nihilists",1782,350
Oscar Wilde,Intentions,1895,350
Oscar Wilde,Intentions,248,350
Oscar Wilde,"Vera; Or, The Nihilists",1665,350
Oscar Wilde,Lady Windermere's Fan,689,350
Oscar Wilde,The Picture of Dorian Gray,2579,350
Oscar Wilde,Lady Windermere's Fan,593,350
Oscar Wilde,"Vera; Or, The Nihilists",344,350
Oscar Wilde,The Picture of Dorian Gray,1345,350
Oscar Wilde,The Picture of Dorian Gray,3054,350
Oscar Wilde,"Vera; Or, The Nihilists",1422,350
Oscar Wilde,Lady Windermere's Fan,2588,350
Oscar Wilde,The Picture of Dorian Gray,5268,350
Oscar Wilde,The Picture of Dorian Gray,1561,350
Oscar Wilde,"Vera; Or, The Nihilists",1575,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,1562,350
Oscar Wilde,"The Happy Prince, and Other Tales",612,350
Oscar Wilde,Intentions,597,350
Oscar Wilde,The Picture of Dorian Gray,1455,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,1085,350
Oscar Wilde,The Picture of Dorian Gray,3977,350
Oscar Wilde,Intentions,767,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,406,350
Oscar Wilde,The Picture of Dorian Gray,2597,350
Oscar Wilde,The Picture of Dorian Gray,729,350
Oscar Wilde,Intentions,1264,350
Oscar Wilde,"Vera; Or, The Nihilists",869,350
Oscar Wilde,The Picture of Dorian Gray,309,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,1785,350
Oscar Wilde,The Picture of Dorian Gray,700,350
Oscar Wilde,Intentions,85,350
Oscar Wilde,The Importance of Being Earnest A Trivial Comedy for Serious People,2582,350
Oscar Wilde,Lady Windermere's Fan,2479,350
Oscar Wilde,The Picture of Dorian Gray,1855,350
Oscar Wilde,The Picture of Dorian Gray,5701,350
Oscar Wilde,The Picture of Dorian Gray,5064,350
Oscar Wilde,Lady Windermere's Fan,694,350
Oscar Wilde,Lady Windermere's Fan,1662,350
Jane Austen,Lady Susan,139,350
Jane Austen,Emma,6105,350
Jane Austen,Emma,5492,350
Jane Austen,Pride and Prejudice,580,350
Jane Austen,Emma,6826,350
Jane Austen,Pride and Prejudice,5042,350
Jane Austen,Emma,26,350
Jane Austen,Persuasion,749,350
Jane Austen,Emma,7196,350
Jane Austen,Emma,2930,350
Jane Austen,Persuasion,377,350
Jane Austen,Pride and Prejudice,5065,350
Jane Austen,Persuasion,2643,350
Jane Austen,Emma,6279,350
Jane Austen,Persuasion,626,350
Jane Austen,Emma,3032,350
Jane Austen,Persuasion,851,350
Jane Austen,Emma,158,350
Jane Austen,Pride and Prejudice,3936,350
Jane Austen,Pride and Prejudice,4621,350
Jane Austen,Pride and Prejudice,2944,350
Jane Austen,Pride and Prejudice,4200,350
Jane Austen,Pride and Prejudice,1056,350
Jane Austen,Emma,7454,350
Jane Austen,Emma,7506,350
Jane Austen,Emma,6136,350
Jane Austen,Emma,1686,350
Jane Austen,Emma,8619,278
Jane Austen,Pride and Prejudice,2618,350
Jane Austen,Emma,2685,350
Jane Austen,Pride and Prejudice,4521,350
Jane Austen,Persuasion,2127,350
Jane Austen,Persuasion,2767,350
Jane Austen,Pride and Prejudice,3180,350
Jane Austen,Emma,3141,350
Jane Austen,Persuasion,236,350
Jane Austen,Pride and Prejudice,5504,350
Jane Austen,Pride and Prejudice,5844,318
Jane Austen,Persuasion,204,350
Jane Austen,Emma,6510,350
Jane Austen,Emma,6387,350
Jane Austen,Persuasion,2547,350
Jane Austen,Pride and Prejudice,5848,314
Jane Austen,Lady Susan,438,350
Jane Austen,Lady Susan,174,350
Jane Austen,Persuasion,2075,350
Jane Austen,Pride and Prejudice,4907,350
Jane Austen,Pride and Prejudice,1603,350
Jane Austen,Persuasion,534,350
Jane Austen,Pride and Prejudice,4319,350
Jane Austen,Pride and Prejudice,4758,350
Jane Austen,Persuasion,1032,350
Jane Austen,Emma,4738,350
Jane Austen,Pride and Prejudice,308,350
Jane Austen,Emma,5098,350
Jane Austen,Lady Susan,643,336
Jane Austen,Pride and Prejudice,4375,350
Jane Austen,Pride and Prejudice,2368,350
Jane Austen,Pride and Prejudice,4688,350
Jane Austen,Persuasion,2746,350
Jane Austen,Pride and Prejudice,5764,350
Jane Austen,Emma,6106,350
Jane Austen,Pride and Prejudice,1338,350
Jane Austen,Lady Susan,302,350
Jane Austen,Emma,4412,350
Jane Austen,Emma,4603,350
Jane Austen,Pride and Prejudice,1716,350
Jane Austen,Pride and Prejudice,2704,350
Jane Austen,Pride and Prejudice,875,350
Jane Austen,Persuasion,2837,350
Jane Austen,Emma,4236,350
Jane Austen,Emma,7571,350
Jane Austen,Persuasion,2466,350
Jane Austen,Persuasion,196,350
Jane Austen,Emma,7536,350
Jane Austen,Emma,1333,350
Jane Austen,Pride and Prejudice,3657,350
Jane Austen,Emma,6274,350
Jane Austen,Persuasion,1017,350
Jane Austen,Emma,1280,350
Jane Austen,Emma,2917,350
Jane Austen,Emma,7090,350
Jane Austen,Persuasion,1757,350
Jane Austen,Emma,2807,350
Jane Austen,Emma,2978,350
Jane Austen,Persuasion,2559,350
Jane Austen,Emma,6531,350
Jane Austen,Pride and Prejudice,2128,350
Jane Austen,Pride and Prejudice,3924,350
Jane Austen,Emma,397,350
Jane Austen,Pride and Prejudice,4031,350
Jane Austen,Emma,7875,350
Jane Austen,Emma,1215,350
Jane Austen,Pride and Prejudice,1147,350
Jane Austen,Emma,634,350
Jane Austen,Lady Susan,331,350
Jane Austen,Pride and Prejudice,2861,350
Jane Austen,Pride and Prejudice,3052,350
Jane Austen,Emma,5099,350
Jane Austen,Emma,7560,350
Jane Austen,Persuasion,302,350
Jane Austen,Emma,6552,350
Jane Austen,Emma,7880,350
Jane Austen,Pride and Prejudice,2714,350
Jane Austen,Persuasion,398,350
Jane Austen,Pride and Prejudice,3467,350
Jane Austen,Emma,4821,350
Jane Austen,Persuasion,450,350
Jane Austen,Emma,200,350
Jane Austen,Emma,3919,350
Jane Austen,Persuasion,1757,350
Jane Austen,Emma,7382,350
Jane Austen,Emma,694,350
Jane Austen,Emma,794,350
Jane Austen,Emma,8463,350
Jane Austen,Pride and Prejudice,5370,350
Jane Austen,Emma,8617,280
Jane Austen,Pride and Prejudice,5272,350
Jane Austen,Emma,7632,350
Jane Austen,Persuasion,3042,350
Jane Austen,Pride and Prejudice,5808,350
Jane Austen,Emma,1392,350
Jane Austen,Persuasion,374,350
Jane Austen,Emma,3755,350
Jane Austen,Emma,973,350
Jane Austen,Emma,8341,350
Jane Austen,Emma,1171,350
Jane Austen,Emma,1521,350
Jane Austen,Emma,5002,350
Jane Austen,Pride and Prejudice,3049,350
Jane Austen,Pride and Prejudice,5303,350
Jane Austen,Emma,6227,350
Jane Austen,Pride and Prejudice,1082,350
Jane Austen,Lady Susan,213,350
Jane Austen,Emma,4206,350
Jane Austen,Pride and Prejudice,4696,350
Jane Austen,Emma,1212,350
Jane Austen,Persuasion,3162,350
Jane Austen,Emma,728,350
Jane Austen,Persuasion,1522,350
Jane Austen,Emma,7762,350
Jane Austen,Emma,5570,350
Jane Austen,Pride and Prejudice,1300,350
Jane Austen,Emma,2549,350
Jane Austen,Emma,7780,350
Jane Austen,Emma,1182,350
Jane Austen,Emma,1653,350
Jane Austen,Emma,1304,350
Jane Austen,Emma,8251,350
Jane Austen,Pride and Prejudice,1798,350
Jane Austen,Emma,6335,350
Jane Austen,Pride and Prejudice,1689,350
Jane Austen,Persuasion,1453,350
Jane Austen,Emma,8514,350
Jane Austen,Emma,5159,350
Jane Austen,Pride and Prejudice,449,350
