Author,Novel,Position,Length
Гоголь,Выбранные места из переписки с друзьями,2068,300
Гоголь,Записки сумасшедшего,71,300
Гоголь,Выбранные места из переписки с друзьями,1817,300
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",466,300
Гоголь,Выбранные места из переписки с друзьями,2500,300
Гоголь,Записки сумасшедшего,18,300
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",185,300
Гоголь,Мертвые души Том первый,1498,300
Гоголь,"Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем",46,300
Гоголь,Выбранные места из переписки с друзьями,2760,300
Гоголь,Мертвые души Том первый,2626,300
Гоголь,Выбранные места из переписки с друзьями,1377,300
Гоголь,Мертвые души Том первый,2330,300
Гоголь,Выбранные места из переписки с друзьями,1623,300
Гоголь,Мертвые души Том первый,3559,300
Гоголь,Мертвые души Том первый,899,300
Гоголь,Мертвые души Том первый,1033,300
Гоголь,Выбранные места из переписки с друзьями,1547,300
Гоголь,Портрет,493,300
Гоголь,Мертвые души Том первый,1371,300
Гоголь,Выбранные места из переписки с друзьями,2581,300
Гоголь,Рим,136,300
Гоголь,Мертвые души Том первый,2933,300
Гоголь,Выбранные места из переписки с друзьями,1619,300
Гоголь,Записки сумасшедшего,170,300
Платонов,Чевенгур,2579,300
Платонов,Чевенгур,4724,300
Платонов,Размышления читателя,477,300
Платонов,Чевенгур,3990,300
Платонов,Чевенгур,6604,300
Платонов,Чевенгур,969,300
Платонов,Размышления читателя,562,300
Платонов,Чевенгур,7253,300
Платонов,Чевенгур,4629,300
Платонов,Чевенгур,1207,300
Платонов,Юшка,0,154
Платонов,Размышления читателя,1792,300
Платонов,Чевенгур,3468,300
Платонов,Размышления читателя,1431,300
Платонов,Чевенгур,4621,300
Платонов,Чевенгур,1683,300
Платонов,Чевенгур,4134,300
Платонов,Размышления читателя,191,300
Платонов,Чевенгур,2588,300
Платонов,Чевенгур,1992,300
Платонов,Юшка,0,154
Платонов,Чевенгур,5456,300
Платонов,Чевенгур,656,300
Платонов,Чевенгур,6113,300
Платонов,Чевенгур,7040,300
Платонов,Размышления читателя,1793,300
Платонов,Чевенгур,3182,300
Платонов,Чевенгур,4752,300
Платонов,Размышления читателя,1616,300
Платонов,Чевенгур,971,300
Платонов,Чевенгур,1966,300
Платонов,Чевенгур,5083,300
Платонов,Чевенгур,5767,300
Платонов,Чевенгур,2246,300
Платонов,Чевенгур,3829,300
Платонов,Чевенгур,2798,300
Платонов,Чевенгур,2507,300
Платонов,Чевенгур,2222,300
Платонов,Чевенгур,6617,300
Платонов,Чевенгур,3071,300
Платонов,Размышления читателя,2783,300
Платонов,Чевенгур,5109,300
Платонов,Чевенгур,2693,300
Платонов,Размышления читателя,1780,300
Платонов,Чевенгур,4600,300
Платонов,Размышления читателя,463,300
Платонов,Чевенгур,253,300
Платонов,Размышления читателя,2821,300
Платонов,Размышления читателя,2698,300
Платонов,Чевенгур,4042,300
Платонов,Чевенгур,6733,300
Платонов,Размышления читателя,1048,300
Платонов,Размышления читателя,731,300
Платонов,Чевенгур,5671,300
Платонов,Размышления читателя,2620,300
Платонов,Чевенгур,4722,300
Платонов,Чевенгур,2768,300
Платонов,Чевенгур,1091,300
Платонов,Чевенгур,4042,300
Платонов,Чевенгур,4451,300
Платонов,Чевенгур,1516,300
Платонов,Чевенгур,576,300
Платонов,Чевенгур,599,300
Платонов,Размышления читателя,2167,300
Платонов,Чевенгур,488,300
Платонов,Чевенгур,7260,300
Платонов,Юшка,0,154
Платонов,Чевенгур,6297,300
Платонов,Чевенгур,3076,300
Платонов,Размышления читателя,2194,300
Платонов,Чевенгур,4789,300
Платонов,Чевенгур,2247,300
Платонов,Размышления читателя,2347,300
Платонов,Размышления читателя,2021,300
Платонов,Чевенгур,724,300
Платонов,Чевенгур,920,300
Платонов,Чевенгур,2338,300
Платонов,Юшка,0,154
Платонов,Чевенгур,6445,300
Платонов,В прекрасном и яростном мире,29,260
Платонов,Размышления читателя,1580,300
Платонов,Размышления читателя,582,300
Платонов,Чевенгур,1126,300
Платонов,Размышления читателя,454,300
Платонов,Размышления читателя,2109,300
Платонов,Чевенгур,3983,300
Платонов,Размышления читателя,2697,300
Платонов,Размышления читателя,1054,300
Платонов,Чевенгур,91,300
Платонов,Чевенгур,2872,300
Платонов,Чевенгур,3521,300
Платонов,Чевенгур,2716,300
Платонов,Чевенгур,3295,300
Платонов,Чевенгур,6443,300
Платонов,Чевенгур,906,300
Платонов,Размышления читателя,2933,300
Платонов,Чевенгур,1453,300
Платонов,Чевенгур,1217,300
Платонов,Чевенгур,840,300
Платонов,Размышления читателя,328,300
Платонов,Чевенгур,2889,300
Платонов,Чевенгур,4812,300
Платонов,Чевенгур,6228,300
Платонов,В прекрасном и яростном мире,43,246
Платонов,Чевенгур,3853,300
Платонов,Чевенгур,741,300
Платонов,Чевенгур,2767,300
Платонов,Юшка,0,154
Платонов,Размышления читателя,2433,300
Платонов,Размышления читателя,169,300
Платонов,Чевенгур,5151,300
Платонов,Чевенгур,370,300
Платонов,Размышления читателя,2181,300
Платонов,Чевенгур,4383,300
Платонов,Чевенгур,6957,300
Платонов,Чевенгур,1400,300
Платонов,Чевенгур,4009,300
Платонов,Чевенгур,1142,300
Платонов,Чевенгур,4809,300
Платонов,В прекрасном и яростном мире,50,239
Платонов,Чевенгур,5362,300
Платонов,Чевенгур,3465,300
Платонов,Чевенгур,4885,300
Платонов,Чевенгур,3868,300
Платонов,Чевенгур,7406,288
Платонов,Чевенгур,863,300
Платонов,Размышления читателя,1097,300
Платонов,Чевенгур,4927,300
Платонов,Чевенгур,4438,300
Платонов,Чевенгур,4177,300
Платонов,Размышления читателя,1098,300
Платонов,Размышления читателя,546,300
Платонов,Чевенгур,3933,300
Платонов,Размышления читателя,511,300
Платонов,Чевенгур,7352,300
Платонов,Размышления читателя,1546,300
Платонов,Чевенгур,1379,300
Платонов,Размышления читателя,2010,300
Платонов,Размышления читателя,2238,300
Платонов,Чевенгур,686,300
Платонов,Размышления читателя,735,300
Платонов,Чевенгур,1910,300
Платонов,Чевенгур,2773,300
Платонов,Размышления читателя,2058,300
Платонов,Чевенгур,7417,277
Платонов,Чевенгур,580,300
Платонов,Чевенгур,6687,300
Платонов,Чевенгур,932,300
Платонов,Размышления читателя,646,300
Платонов,Чевенгур,6872,300
Платонов,Чевенгур,4245,300
Платонов,Чевенгур,6688,300
Платонов,Размышления читателя,1164,300
Платонов,Размышления читателя,2209,300
Платонов,Размышления читателя,523,300
Платонов,Чевенгур,3722,300
Платонов,Чевенгур,7347,300
Платонов,Чевенгур,2564,300
Платонов,Чевенгур,510,300
Платонов,Чевенгур,840,300
Платонов,Размышления читателя,1841,300
Платонов,Размышления читателя,2249,300
Платонов,Чевенгур,4712,300
Платонов,Чевенгур,3553,300
Платонов,Чевенгур,2667,300
Платонов,Чевенгур,2628,300
Платонов,Размышления читателя,1319,300
Платонов,Чевенгур,904,300
Платонов,Размышления читателя,2818,300
Платонов,Размышления читателя,1706,300
Платонов,Размышления читателя,240,300
Платонов,Чевенгур,3611,300
Платонов,Размышления читателя,1191,300
Платонов,Чевенгур,6915,300
Платонов,Чевенгур,2286,300
Платонов,Чевенгур,4824,300
Платонов,Чевенгур,4615,300
Платонов,Размышления читателя,3002,262
Платонов,Чевенгур,7016,300
Платонов,Чевенгур,3198,300
Платонов,Размышления читателя,590,300
Платонов,Чевенгур,1105,300
Платонов,Чевенгур,1856,300
Платонов,В прекрасном и яростном мире,3,286
Платонов,Чевенгур,1950,300
Платонов,Чевенгур,5705,300
Платонов,Чевенгур,1739,300
Платонов,Размышления читателя,1472,300
Платонов,Чевенгур,1373,300
Платонов,Чевенгур,6688,300
Платонов,Размышления читателя,485,300
Платонов,Чевенгур,4462,300
Платонов,Чевенгур,809,300
Платонов,Размышления читателя,2263,300
Платонов,Чевенгур,615,300
Платонов,Размышления читателя,2178,300
Платонов,Чевенгур,5660,300
Платонов,Чевенгур,345,300
Платонов,Чевенгур,5207,300
Платонов,Чевенгур,2211,300
Платонов,Чевенгур,4173,300
Платонов,Чевенгур,5024,300
Платонов,Чевенгур,435,300
Платонов,Чевенгур,3444,300
Платонов,Размышления читателя,1924,300
Платонов,Чевенгур,1540,300
Платонов,Чевенгур,5473,300
Платонов,Размышления читателя,673,300
Платонов,Чевенгур,4050,300
Платонов,Чевенгур,3193,300
Платонов,Чевенгур,813,300
Булгаков,Мастер и Маргарита,5897,300
Булгаков,Мастер и Маргарита,4103,300
Булгаков,Мастер и Маргарита,2975,300
Булгаков,Мастер и Маргарита,2090,300
Булгаков,Мастер и Маргарита,3706,300
Булгаков,Мастер и Маргарита,2294,300
Булгаков,Мастер и Маргарита,4904,300
Булгаков,Морфий,569,300
Булгаков,Белая гвардия,5655,300
Булгаков,Мастер и Маргарита,3112,300
Булгаков,Белая гвардия,5446,300
Булгаков,Мастер и Маргарита,7077,300
Булгаков,Мастер и Маргарита,7438,300
Булгаков,Белая гвардия,74,300
Булгаков,Мастер и Маргарита,5368,300
Булгаков,Белая гвардия,3917,300
Булгаков,Мастер и Маргарита,6326,300
Булгаков,Белая гвардия,3168,300
Булгаков,Белая гвардия,670,300
Булгаков,Мастер и Маргарита,4642,300
Булгаков,Мастер и Маргарита,7617,300
Булгаков,Мастер и Маргарита,7028,300
Булгаков,Мастер и Маргарита,1106,300
Булгаков,Мастер и Маргарита,7895,300
Булгаков,Белая гвардия,884,300
Булгаков,Белая гвардия,1651,300
Булгаков,Белая гвардия,4971,300
Булгаков,Морфий,464,300
Булгаков,Мастер и Маргарита,2850,300
Булгаков,Мастер и Маргарита,7207,300
Булгаков,Мастер и Маргарита,1464,300
Булгаков,Белая гвардия,3099,300
Булгаков,Белая гвардия,5811,300
Булгаков,Белая гвардия,2001,300
Булгаков,Белая гвардия,732,300
Булгаков,Мастер и Маргарита,7991,300
Булгаков,Белая гвардия,5646,300
Булгаков,Белая гвардия,5716,300
Булгаков,Мастер и Маргарита,4063,300
Булгаков,Белая гвардия,3681,300
Булгаков,Мастер и Маргарита,4634,300
Булгаков,Белая гвардия,3290,300
Булгаков,Белая гвардия,3271,300
Булгаков,Мастер и Маргарита,3905,300
Булгаков,Мастер и Маргарита,1151,300
Булгаков,Мастер и Маргарита,4429,300
Булгаков,Мастер и Маргарита,877,300
Булгаков,Белая гвардия,2772,300
Булгаков,Морфий,18,300
Булгаков,Морфий,53,300
Булгаков,Белая гвардия,3758,300
Булгаков,Белая гвардия,5619,300
Булгаков,Мастер и Маргарита,5045,300
Булгаков,Белая гвардия,3840,300
Булгаков,Мастер и Маргарита,611,300
Булгаков,Мастер и Маргарита,810,300
Булгаков,Мастер и Маргарита,5241,300
Булгаков,Мастер и Маргарита,7188,300
Булгаков,Белая гвардия,2142,300
Булгаков,Мастер и Маргарита,397,300
Булгаков,Мастер и Маргарита,8061,300
Булгаков,Белая гвардия,2138,300
Булгаков,Белая гвардия,3540,300
Булгаков,Белая гвардия,3283,300
Булгаков,Мастер и Маргарита,4874,300
Булгаков,Белая гвардия,3136,300
Булгаков,Белая гвардия,2669,300
Булгаков,Мастер и Маргарита,2151,300
Булгаков,Мастер и Маргарита,1644,300
Булгаков,Белая гвардия,3574,300
Булгаков,Мастер и Маргарита,2761,300
Булгаков,Мастер и Маргарита,7844,300
Булгаков,Белая гвардия,238,300
Булгаков,Морфий,381,300
Булгаков,Мастер и Маргарита,5715,300
Булгаков,Морфий,245,300
Булгаков,Мастер и Маргарита,4394,300
Булгаков,Белая гвардия,76,300
Булгаков,Белая гвардия,3727,300
Булгаков,Мастер и Маргарита,630,300
Булгаков,Мастер и Маргарита,3437,300
Булгаков,Мастер и Маргарита,5980,300
Булгаков,Мастер и Маргарита,10,300
Булгаков,Мастер и Маргарита,4761,300
Булгаков,Белая гвардия,1792,300
Булгаков,Мастер и Маргарита,6414,300
Булгаков,Мастер и Маргарита,5987,300
Булгаков,Белая гвардия,5647,300
Булгаков,Мастер и Маргарита,5906,300
Булгаков,Белая гвардия,5252,300
Булгаков,Белая гвардия,1920,300
Булгаков,Мастер и Маргарита,6691,300
Булгаков,Белая гвардия,2403,300
Булгаков,Белая гвардия,3461,300
Булгаков,Мастер и Маргарита,75,300
Булгаков,Мастер и Маргарита,5939,300
Булгаков,Белая гвардия,4662,300
Булгаков,Мастер и Маргарита,3185,300
Булгаков,Мастер и Маргарита,7367,300
Булгаков,Белая гвардия,440,300
Булгаков,Мастер и Маргарита,2749,300
Булгаков,Белая гвардия,1390,300
Булгаков,Мастер и Маргарита,4309,300
Булгаков,Мастер и Маргарита,4482,300
Булгаков,Мастер и Маргарита,4376,300
Булгаков,Мастер и Маргарита,1273,300
Булгаков,Белая гвардия,204,300
Булгаков,Белая гвардия,2780,300
Булгаков,Мастер и Маргарита,604,300
Булгаков,Мастер и Маргарита,592,300
Булгаков,Белая гвардия,5730,300
Булгаков,Мастер и Маргарита,2684,300
Булгаков,Мастер и Маргарита,7425,300
Булгаков,Белая гвардия,2876,300
Булгаков,Белая гвардия,343,300
Булгаков,Белая гвардия,5146,300
Булгаков,Белая гвардия,2662,300
Булгаков,Белая гвардия,4264,300
Булгаков,Мастер и Маргарита,3887,300
Булгаков,Белая гвардия,4180,300
Булгаков,Белая гвардия,4234,300
Булгаков,Мастер и Маргарита,7139,300
Булгаков,Мастер и Маргарита,5032,300
Булгаков,Мастер и Маргарита,7169,300
Булгаков,Мастер и Маргарита,6856,300
Булгаков,Морфий,106,300
Булгаков,Мастер и Маргарита,5456,300
Булгаков,Белая гвардия,5460,300
Булгаков,Мастер и Маргарита,8035,300
Булгаков,Белая гвардия,5670,300
Булгаков,Белая гвардия,3718,300
Булгаков,Белая гвардия,3248,300
Булгаков,Белая гвардия,2651,300
Булгаков,Белая гвардия,3107,300
Булгаков,Мастер и Маргарита,4072,300
Булгаков,Мастер и Маргарита,5710,300
Булгаков,Морфий,606,300
Булгаков,Мастер и Маргарита,1172,300
Булгаков,Морфий,136,300
Булгаков,Белая гвардия,5906,300
Булгаков,Мастер и Маргарита,2871,300
Булгаков,Мастер и Маргарита,1521,300
Булгаков,Мастер и Маргарита,4804,300
Булгаков,Морфий,30,300
Булгаков,Мастер и Маргарита,1405,300
Булгаков,Мастер и Маргарита,2824,300
Булгаков,Морфий,334,300
Булгаков,Мастер и Маргарита,7390,300
Булгаков,Мастер и Маргарита,4222,300
Булгаков,Белая гвардия,1812,300
Булгаков,Мастер и Маргарита,1761,300
Булгаков,Белая гвардия,5214,300
Булгаков,Мастер и Маргарита,2291,300
Булгаков,Белая гвардия,3057,300
Булгаков,Белая гвардия,4671,300
Булгаков,Мастер и Маргарита,5787,300
Булгаков,Мастер и Маргарита,5271,300
Булгаков,Мастер и Маргарита,3132,300
Булгаков,Мастер и Маргарита,5130,300
Булгаков,Мастер и Маргарита,5119,300
Булгаков,Морфий,732,300
Булгаков,Мастер и Маргарита,7316,300
Булгаков,Белая гвардия,3952,300
Булгаков,Мастер и Маргарита,2137,300
Булгаков,Мастер и Маргарита,2246,300
Булгаков,Белая гвардия,2663,300
Булгаков,Белая гвардия,3787,300
Булгаков,Мастер и Маргарита,3956,300
Булгаков,Белая гвардия,3297,300
Булгаков,Мастер и Маргарита,5982,300
Булгаков,Мастер и Маргарита,1375,300
Булгаков,Мастер и Маргарита,8170,287
Булгаков,Белая гвардия,2104,300
Булгаков,Белая гвардия,2529,300
Булгаков,Белая гвардия,5884,300
Булгаков,Морфий,418,300
Булгаков,Мастер и Маргарита,291,300
Булгаков,Белая гвардия,3866,300
Булгаков,Белая гвардия,2206,300
Булгаков,Белая гвардия,2803,300
Булгаков,Мастер и Маргарита,4100,300
Булгаков,Мастер и Маргарита,6116,300
Булгаков,Белая гвардия,1600,300
Булгаков,Мастер и Маргарита,174,300
Булгаков,Мастер и Маргарита,1276,300
Булгаков,Мастер и Маргарита,4607,300
Булгаков,Мастер и Маргарита,7850,300
Булгаков,Белая гвардия,4926,300
Булгаков,Мастер и Маргарита,3597,300
Булгаков,Мастер и Маргарита,3873,300
Булгаков,Мастер и Маргарита,699,300
Булгаков,Мастер и Маргарита,7538,300
Булгаков,Мастер и Маргарита,7565,300
Булгаков,Мастер и Маргарита,6771,300
Булгаков,Белая гвардия,3666,300
Булгаков,Мастер и Маргарита,5372,300
Булгаков,Морфий,336,300
Булгаков,Мастер и Маргарита,1627,300
Булгаков,Белая гвардия,3018,300
Булгаков,Белая гвардия,1339,300
Чернышевский,Что делать,3580,300
Чернышевский,Что делать,6419,300
Чернышевский,Что делать,5470,300
Чернышевский,Что делать,1313,300
Чернышевский,Что делать,7735,300
Чернышевский,Что делать,7543,300
Чернышевский,Что делать,5825,300
Чернышевский,Что делать,8361,300
Чернышевский,Что делать,155,300
Чернышевский,Что делать,8396,300
Чернышевский,Что делать,267,300
Чернышевский,Что делать,523,300
Чернышевский,Что делать,2739,300
Чернышевский,Что делать,7724,300
Чернышевский,Что делать,5741,300
Чернышевский,Что делать,5645,300
Чернышевский,Что делать,3394,300
Чернышевский,Что делать,1606,300
Чернышевский,Что делать,8084,300
Чернышевский,Что делать,6476,300
Чернышевский,Что делать,5656,300
Чернышевский,Что делать,7510,300
Чернышевский,Что делать,7989,300
Чернышевский,Что делать,7724,300
Чернышевский,Что делать,1679,300
Чернышевский,Что делать,4644,300
Чернышевский,Что делать,4142,300
Чернышевский,Что делать,5986,300
Чернышевский,Что делать,5762,300
Чернышевский,Что делать,2842,300
Чернышевский,Что делать,5266,300
Чернышевский,Что делать,2386,300
Чернышевский,Что делать,4895,300
Чернышевский,Что делать,3891,300
Чернышевский,Что делать,4930,300
Чернышевский,Что делать,2850,300
Чернышевский,Что делать,1474,300
Чернышевский,Что делать,1319,300
Чернышевский,Что делать,2248,300
Чернышевский,Что делать,3521,300
Чернышевский,Что делать,8546,292
Чернышевский,Что делать,8573,265
Чернышевский,Что делать,7173,300
Чернышевский,Что делать,320,300
Чернышевский,Что делать,8140,300
Чернышевский,Что делать,4702,300
Чернышевский,Что делать,3080,300
Чернышевский,Что делать,314,300
Чернышевский,Что делать,1718,300
Чернышевский,Что делать,4429,300
Чернышевский,Что делать,1561,300
Чернышевский,Что делать,8246,300
Чернышевский,Что делать,1069,300
Чернышевский,Что делать,3274,300
Чернышевский,Что делать,341,300
Чернышевский,Что делать,733,300
Чернышевский,Что делать,589,300
Чернышевский,Что делать,3882,300
Чернышевский,Что делать,3590,300
Чернышевский,Что делать,5437,300
Чернышевский,Что делать,1316,300
Чернышевский,Что делать,1986,300
Чернышевский,Что делать,1167,300
Чернышевский,Что делать,2580,300
Чернышевский,Что делать,759,300
Чернышевский,Что делать,4567,300
Чернышевский,Что делать,2423,300
Чернышевский,Что делать,3336,300
Чернышевский,Что делать,6652,300
Чернышевский,Что делать,6375,300
Чернышевский,Что делать,5247,300
Чернышевский,Что делать,8488,300
Чернышевский,Что делать,5207,300
Чернышевский,Что делать,76,300
Чернышевский,Что делать,5717,300
Чернышевский,Что делать,7114,300
Чернышевский,Что делать,3306,300
Чернышевский,Что делать,8468,300
