,ROOT,acl,acl:relcl,advcl,advmod,amod,appos,aux,aux:pass,case,cc,ccomp,compound,conj,cop,csubj,csubj:pass,dep,det,discourse,expl,fixed,flat,flat:foreign,flat:name,iobj,mark,nmod,nsubj,nsubj:pass,nummod,nummod:entity,nummod:gov,obj,obl,orphan,parataxis,punct,vocative,xcomp,Author,Novel
0.004954268292682927,0.04878048780487805,0.010670731707317074,0.005716463414634146,0.01600609756097561,0.07240853658536585,0.06135670731707317,0.0022865853658536584,0.00038109756097560977,0.00038109756097560977,0.07888719512195122,0.07888719512195122,0.0026676829268292685,0.0007621951219512195,0.10213414634146341,0.007240853658536586,0.0019054878048780487,0.0,0.0,0.022484756097560975,0.006859756097560976,0.0,0.0038109756097560975,0.0,0.0,0.00038109756097560977,0.009146341463414634,0.01676829268292683,0.027820121951219513,0.08079268292682927,0.0019054878048780487,0.003048780487804878,0.0,0.001524390243902439,0.03277439024390244,0.09413109756097561,0.00038109756097560977,0.01600609756097561,0.17721036585365854,0.0,0.009527439024390244,Андреев,Кусака
0.033598045204642636,0.06994502138057422,0.00916310323762981,0.00794135613927917,0.010384850335980453,0.0662797800855223,0.07299938912645082,0.004581551618814905,0.004276114844227245,0.0006108735491753207,0.07208307880268784,0.05375687232742822,0.003359804520464264,0.0009163103237629811,0.07055589492974954,0.004886988393402566,0.0015271838729383018,0.0,0.0,0.02718387293830177,0.007025045815516188,0.0,0.004276114844227245,0.00030543677458766036,0.0,0.0030543677458766036,0.007330482590103849,0.014050091631032376,0.02626756261453879,0.0754428833231521,0.0036652412950519244,0.005192425167990226,0.0,0.0030543677458766036,0.02535125229077581,0.08582773365913256,0.0009163103237629811,0.019547953573610263,0.20067196090409287,0.0,0.003970678069639585,Андреев,Мельком
0.015123313168915775,0.06142391810144253,0.010469986040018614,0.006979990693345742,0.017682643089809214,0.06677524429967427,0.04443927408096789,0.006747324336900884,0.002791996277338297,0.002791996277338297,0.06956724057701257,0.049092601209865055,0.011400651465798045,0.00023266635644485808,0.0604932526756631,0.007445323406235459,0.002326663564448581,0.0,0.0,0.02652396463471382,0.005583992554676594,0.0,0.0072126570497906,0.00023266635644485808,0.0006979990693345743,0.003489995346672871,0.009306654257794323,0.02419730107026524,0.030711959050721264,0.09097254536993951,0.004420660772452303,0.0018613308515588647,0.0,0.003257328990228013,0.03862261516984644,0.09167054443927408,0.00023266635644485808,0.014657980456026058,0.19683573755234993,0.0,0.013727315030246627,Андреев,Молодежь
0.016120906801007556,0.05675902602854744,0.011083123425692695,0.008060453400503778,0.013602015113350126,0.07086481947942905,0.05575146935348447,0.007556675062972292,0.0010075566750629723,0.0006717044500419815,0.07455919395465994,0.072879932829555,0.007892527287993284,0.001343408900083963,0.08984047019311503,0.005373635600335852,0.001343408900083963,0.0,0.0,0.018639798488664986,0.006213266162888329,0.0,0.004534005037783375,0.0,0.00016792611251049538,0.0068849706129303105,0.005205709487825357,0.020822837951301427,0.024517212426532327,0.08497061293031066,0.0020151133501259445,0.0016792611251049538,0.0,0.0038623005877413937,0.028883291351805205,0.08984047019311503,0.0008396305625524769,0.010411418975650713,0.18874895046179682,0.0,0.007052896725440806,Андреев,На реке
0.025222245193301632,0.0624353938391565,0.006615670870374199,0.004134794293983874,0.018606574322927436,0.07132520157122184,0.05023775067190407,0.009096547446764523,0.0012404382881951624,0.0006202191440975812,0.06884432499483151,0.06181517469505892,0.004134794293983874,0.0008269588587967748,0.08186892702088071,0.0047550134380814554,0.0016539177175935497,0.0,0.0,0.023775067190407277,0.009923506305561299,0.0,0.004961753152780649,0.0002067397146991937,0.0,0.007649369443870168,0.009923506305561299,0.01571221831713872,0.025635724622700022,0.07318585900351457,0.0031010957204879058,0.0016539177175935497,0.0,0.00392805457928468,0.033698573495968574,0.09137895389704362,0.0004134794293983874,0.01447178002894356,0.19578250982013645,0.0,0.011163944593756461,Андреев,Первый гонорар
0.0033222591362126247,0.0755813953488372,0.011627906976744186,0.009966777408637873,0.006644518272425249,0.07641196013289037,0.06312292358803986,0.0024916943521594683,0.0016611295681063123,0.0,0.05647840531561462,0.058970099667774084,0.0033222591362126247,0.0008305647840531562,0.09219269102990033,0.009966777408637873,0.0016611295681063123,0.0,0.0,0.04235880398671096,0.006644518272425249,0.0,0.0016611295681063123,0.0,0.0,0.0,0.006644518272425249,0.014119601328903655,0.01910299003322259,0.0872093023255814,0.0033222591362126247,0.0,0.0,0.0,0.03737541528239203,0.07142857142857142,0.0,0.01910299003322259,0.20764119601328904,0.0,0.009136212624584718,Андреев,Прекрасна жизнь для воскресших
0.0044064282011404875,0.03585622947986867,0.012441679626749611,0.01339208570934854,0.016934508380853638,0.06505961638154484,0.0501123207188526,0.00250561603594263,0.0043200276481769485,0.0008640055296353896,0.07810609987903923,0.07629168826680491,0.007776049766718507,0.0006048038707447727,0.08812856402280975,0.01080006912044237,0.002592016588906169,0.0,0.0,0.03084499740798341,0.00414722654224987,0.00017280110592707794,0.00578883704855711,8.640055296353897e-05,0.0,0.012960082944530845,0.009072058061171591,0.029721790219457405,0.03395541731467081,0.08035251425609125,0.002419215482979091,0.00250561603594263,0.0,0.0038016243303957147,0.036461033350613445,0.0955590115776741,0.0004320027648176948,0.0061344392604112665,0.16554345947814067,0.0,0.009849663037843442,Андреев,Рассказ о Сергее Петровиче
0.024897680763983628,0.05627557980900409,0.007503410641200546,0.003751705320600273,0.017394270122783082,0.056616643929058665,0.0630968622100955,0.002728512960436562,0.0017053206002728514,0.001364256480218281,0.0470668485675307,0.09959072305593451,0.006480218281036835,0.00034106412005457026,0.1009549795361528,0.010572987721691678,0.0006821282401091405,0.0,0.0,0.03171896316507503,0.002728512960436562,0.0,0.0030695770804911324,0.0,0.0,0.0,0.007844474761255117,0.018076398362892224,0.015347885402455661,0.0927694406548431,0.001364256480218281,0.0023874488403819918,0.0,0.001364256480218281,0.03922237380627558,0.07025920873124147,0.0010231923601637107,0.01227830832196453,0.19099590723055934,0.0,0.008526603001364257,Андреев,Стена
0.014729390271751542,0.05023978077186572,0.00890614295501256,0.00593742863667504,0.016099566110984242,0.07022151176067595,0.05914592372687828,0.0065083352363553325,0.0021694450787851107,0.001255994519296643,0.07661566567709523,0.06736697876227449,0.004567252797442339,0.0005709065996802923,0.08575017127197991,0.006051609956611099,0.0021694450787851107,0.0,0.0,0.026261703585293446,0.007878511075588034,0.0,0.006622516556291391,0.00011418131993605846,0.00011418131993605846,0.011760675953414021,0.008791961635076501,0.019410824389129937,0.02671842886503768,0.07844256679607216,0.0021694450787851107,0.0018269011189769354,0.0,0.003767983557889929,0.03037223110299155,0.09157341858871888,0.0010276318794245262,0.013701758392327016,0.18120575473852477,0.00011418131993605846,0.009819593514501028,Андреев,У окна
0.024580335731414868,0.06774580335731414,0.014388489208633094,0.007194244604316547,0.01738609112709832,0.07553956834532374,0.06654676258992806,0.004196642685851319,0.002398081534772182,0.0,0.06175059952038369,0.03717026378896882,0.0035971223021582736,0.0005995203836930455,0.07194244604316546,0.004196642685851319,0.004796163069544364,0.0,0.0,0.019784172661870502,0.011990407673860911,0.0,0.007194244604316547,0.0,0.0,0.0,0.011990407673860911,0.012589928057553957,0.02697841726618705,0.07733812949640288,0.001199040767386091,0.0005995203836930455,0.0,0.002997601918465228,0.042565947242206234,0.07793764988009592,0.001199040767386091,0.016786570743405275,0.2158273381294964,0.0,0.008992805755395683,Андреев,Что видела галка
0.011643291876157714,0.04630854723471818,0.014421804710240805,0.003440063508864779,0.013760254035459116,0.06033342154008997,0.06893358031225191,0.012569462820852077,0.0013231013495633766,0.0007938608097380259,0.09433712622386875,0.03664990738290553,0.0026462026991267533,0.00039693040486901297,0.09711563905795184,0.0029108229690394285,0.001984652024345065,0.0,0.0,0.018523418893887273,0.00793860809738026,0.0,0.003836993913733792,0.00013231013495633765,0.0,0.004366234453559143,0.006483196612860545,0.0112463614712887,0.04723471817941254,0.055437946546705474,0.003440063508864779,0.0025138925641704155,0.0,0.003307753373908441,0.027255887801005556,0.09936491135220958,0.0013231013495633766,0.015744906059804182,0.21235776660492195,0.0,0.009923260121725324,Астафьев,Прокляты и убиты. Книга вторая
0.019676127459515934,0.060943757617969704,0.007835625979453248,0.0029601253700156714,0.013407626675953334,0.0703465087933136,0.051366881420860176,0.008183876022984503,0.0036566254570781823,0.0006965000870625109,0.08340588542573568,0.0414417551802194,0.004353125544140693,0.0005223750652968832,0.08654013581751697,0.003134250391781299,0.0027860003482500437,0.0,0.0,0.020895002611875328,0.011144001393000175,0.0,0.004701375587671948,0.00017412502176562773,0.0,0.003134250391781299,0.010795751349468918,0.016367752045969006,0.03586975448371931,0.06808288351036045,0.0027860003482500437,0.001915375239421905,0.0,0.0029601253700156714,0.026467003308375415,0.08984851123106391,0.0017412502176562773,0.020372627546578443,0.21434790179348773,0.0,0.0071391258923907365,Астафьев,Прокляты и убиты. Книга вторая
0.010387157695939566,0.047214353163361665,0.01119654660731148,0.003507351949278295,0.0169971671388102,0.06583029812491568,0.062457844327532715,0.007958990961823823,0.0018885741265344666,0.0010791852151625524,0.09442870632672333,0.03952515850532848,0.003237555645487657,0.0002697963037906381,0.0921354377445029,0.0028328611898017,0.003912046404964252,0.0,0.0,0.017536759746391475,0.008093889113719142,0.0,0.003777148253068933,0.00013489815189531904,0.0,0.0017536759746391475,0.007824092809928504,0.013489815189531903,0.04707945501146634,0.062457844327532715,0.0029677593416970187,0.0008093889113719142,0.0,0.003642250101173614,0.0333198435181438,0.10090381761769864,0.0009442870632672333,0.016187778227438283,0.20612437609604747,0.0,0.008093889113719142,Астафьев,Прокляты и убиты. Книга вторая
0.01225071225071225,0.04985754985754986,0.009259259259259259,0.003418803418803419,0.013675213675213675,0.07008547008547009,0.05270655270655271,0.011111111111111112,0.002849002849002849,0.0007122507122507123,0.08233618233618234,0.04116809116809117,0.004273504273504274,0.0005698005698005698,0.09415954415954415,0.005840455840455841,0.0035612535612535613,0.00014245014245014244,0.0,0.021794871794871794,0.009686609686609686,0.0,0.006125356125356125,0.0,0.0,0.0031339031339031338,0.00811965811965812,0.014245014245014245,0.0443019943019943,0.0633903133903134,0.0032763532763532763,0.0009971509971509972,0.00014245014245014244,0.005413105413105413,0.03205128205128205,0.08974358974358974,0.0009971509971509972,0.017663817663817662,0.21125356125356126,0.0,0.009686609686609686,Астафьев,Прокляты и убиты. Книга вторая
0.0071114559089733645,0.045254719420739595,0.013188518231186967,0.006464959917248513,0.01848978536333075,0.06891647271786915,0.05352986811481769,0.00504266873545384,0.0016808895784846134,0.0007757951900698216,0.0896043444530644,0.03710886992500646,0.0034910783553141972,0.0002585983966899405,0.10227566589087148,0.002585983966899405,0.0036203775536591673,0.0,0.0,0.018360486164985777,0.008275148694078097,0.0,0.004008275148694078,0.0002585983966899405,0.00012929919834497026,0.002456684768554435,0.0065942591155934835,0.01486940780967158,0.04072924747866563,0.05805534005689165,0.002585983966899405,0.0016808895784846134,0.0,0.0015515903801396431,0.032066201189552626,0.10098267390742177,0.0011636927851047323,0.017972588569950865,0.2204551331781743,0.0,0.008404447892423067,Астафьев,Прокляты и убиты. Книга вторая
0.015131360159627535,0.05819753907549052,0.012470901230462255,0.003159294978383771,0.017459261722647158,0.05803126039241769,0.05387429331559694,0.009311606252078483,0.0019953441968739607,0.0004988360492184902,0.08164283338875956,0.037412703691386766,0.004489524442966412,0.0008313934153641503,0.09378117725307615,0.002161622879946791,0.0018290655138011307,0.0,0.0,0.015463917525773196,0.006983704689058862,0.0003325573661456601,0.0039906883937479215,0.0004988360492184902,0.0,0.0018290655138011307,0.005320917858330562,0.012304622547389425,0.038410375789823745,0.06285334220152976,0.002660458929165281,0.0008313934153641503,0.0,0.0036581310276022614,0.03259062188227469,0.09827070169604257,0.0009976720984369804,0.020285999334885268,0.2312936481543066,0.0,0.009145327569005653,Астафьев,Прокляты и убиты. Книга вторая
0.013098028402040536,0.04825589411278092,0.009651178822556184,0.004687715428098717,0.014201020267475528,0.07321108506824762,0.04811802012960154,0.007996691024403695,0.0022059837308699847,0.0008272438990762443,0.08948021508341376,0.036674479525713496,0.005652833310354336,0.0006893699158968703,0.09499517441058872,0.002895353646766855,0.0034468495794843512,0.0,0.0,0.018061491796498002,0.009651178822556184,0.0,0.005239211360816214,0.0006893699158968703,0.0,0.0019302357645112366,0.00813456500758307,0.015717634082448643,0.04425754860057907,0.0636977802288708,0.0019302357645112366,0.0016544877981524886,0.0,0.004411967461739969,0.030056528333103544,0.09954501585550807,0.0008272438990762443,0.01695849993106301,0.21370467392802978,0.0,0.0074451950916861985,Астафьев,Прокляты и убиты. Книга вторая
0.02332782824112304,0.07225433526011561,0.006399669694467382,0.002477291494632535,0.01259289843104872,0.07493806771263418,0.03488852188274154,0.012799339388934764,0.0026837324525185798,0.0006193228736581337,0.07803468208092486,0.034475639966969444,0.0053674649050371595,0.00041288191577208916,0.07844756399669695,0.004541701073492981,0.003096614368290669,0.00041288191577208916,0.0,0.01610239471511148,0.010528488852188274,0.0,0.006399669694467382,0.00020644095788604458,0.00020644095788604458,0.004128819157720892,0.006399669694467382,0.013625103220478944,0.03922378199834847,0.07122213047068539,0.004541701073492981,0.001445086705202312,0.0,0.0033030553261767133,0.027663088356729974,0.08629232039636664,0.0016515276630883566,0.02332782824112304,0.22853014037985137,0.0,0.007431874483897605,Астафьев,Прокляты и убиты. Книга вторая
0.013925925925925927,0.05185185185185185,0.009185185185185185,0.005333333333333333,0.012444444444444444,0.06503703703703703,0.0442962962962963,0.006666666666666667,0.002074074074074074,0.0008888888888888889,0.08118518518518518,0.04296296296296296,0.005925925925925926,0.0,0.1034074074074074,0.0025185185185185185,0.0035555555555555557,0.0,0.0,0.019851851851851853,0.01037037037037037,0.00014814814814814815,0.004148148148148148,0.0,0.0,0.0025185185185185185,0.008148148148148147,0.014222222222222223,0.035111111111111114,0.06444444444444444,0.001925925925925926,0.0017777777777777779,0.0,0.0034074074074074076,0.027851851851851853,0.09481481481481481,0.0008888888888888889,0.024444444444444446,0.22533333333333333,0.0,0.009333333333333334,Астафьев,Прокляты и убиты. Книга вторая
0.010661268556005398,0.04723346828609987,0.007017543859649123,0.0032388663967611335,0.014439946018893387,0.06882591093117409,0.04939271255060729,0.008502024291497975,0.0024291497975708503,0.0006747638326585695,0.0874493927125506,0.039946018893387315,0.004588394062078272,0.0004048582995951417,0.09554655870445344,0.002699055330634278,0.0036437246963562753,0.0,0.0,0.021592442645074223,0.008771929824561403,0.0,0.004993252361673414,0.0002699055330634278,0.0,0.003913630229419703,0.008502024291497975,0.014979757085020242,0.04156545209176788,0.0650472334682861,0.002564102564102564,0.0016194331983805667,0.0,0.004453441295546558,0.03225371120107962,0.0951417004048583,0.0008097165991902834,0.019568151147098516,0.21592442645074225,0.0,0.011336032388663968,Астафьев,Прокляты и убиты. Книга вторая
0.00715470759021153,0.036291995022812114,0.012339278307756118,0.002903359601824969,0.017005391953546247,0.07009539610120281,0.06387391124014932,0.008399004562422232,0.001244296972210701,0.0011406055578598092,0.08782662795520531,0.04033596018249689,0.003940273745333886,0.0006221484861053505,0.10338034010783907,0.003629199502281211,0.0034218166735794277,0.0,0.0,0.0226047283284944,0.008502695976773124,0.00010369141435089174,0.0051845707175445874,0.00010369141435089174,0.00010369141435089174,0.004977187888842804,0.007880547490667772,0.015242637909581087,0.039610120282040646,0.05423060970551638,0.002903359601824969,0.0015553712152633762,0.0,0.0033181252592285357,0.03359601824968893,0.09871422646204894,0.0015553712152633762,0.016175860638739114,0.21153048527581916,0.0,0.008502695976773124,Астафьев,Прокляты и убиты. Книга вторая
0.011427723360047493,0.051944197091124966,0.010982487384980706,0.004007123775601068,0.017067379044226772,0.07123775601068566,0.04942119323241318,0.011872959335114277,0.003116651825467498,0.0013357079252003562,0.08162659542891065,0.03279905016325319,0.0050460077174235675,0.0007420599584446423,0.08785989907984565,0.002226179875333927,0.003561887800534283,0.00014841199168892847,0.0,0.01810626298604927,0.010240427426536063,0.0,0.006084891659246067,0.00014841199168892847,0.0,0.003265063817156426,0.011872959335114277,0.01439596319382606,0.03903235381418819,0.06574651231819531,0.004155535767289997,0.0005936479667557139,0.0,0.0026714158504007124,0.03576728999703176,0.09305431878895815,0.0013357079252003562,0.016176907094093203,0.21861086375779162,0.0,0.012318195310181062,Астафьев,Прокляты и убиты. Книга вторая
0.01567301782421635,0.053779963122311,0.011985248924400737,0.004917025199754148,0.017055931161647202,0.0680700676090965,0.04363859864781807,0.0069145666871542714,0.002458512599877074,0.00030731407498463427,0.08973570989551322,0.030885064535955745,0.004609711124769515,0.0,0.09434542102028273,0.0021511985248924403,0.003380454824830977,0.0,0.0,0.017977873386601107,0.008297480024585127,0.0,0.004763368162261831,0.0,0.0,0.0010755992624462201,0.00752919483712354,0.012599877074370006,0.03549477566072526,0.06929932390903504,0.0023048555623847574,0.0007682851874615857,0.0,0.0021511985248924403,0.03119237861094038,0.09926244622003688,0.0010755992624462201,0.018131530424093423,0.2267977873386601,0.0,0.011370620774431468,Астафьев,Прокляты и убиты. Книга вторая
0.01662143826322931,0.05936227951153324,0.010006784260515603,0.0022048846675712347,0.019165535956580732,0.0641112618724559,0.04952510176390773,0.007632293080054274,0.0015264586160108548,0.0005088195386702849,0.09040027137042063,0.03629579375848033,0.004409769335142469,0.0005088195386702849,0.09243554952510176,0.0032225237449118047,0.0016960651289009499,0.0,0.0,0.016282225237449117,0.009497964721845319,0.0,0.0030529172320217096,0.0,0.0,0.0022048846675712347,0.007123473541383989,0.014586160108548168,0.03934871099050204,0.06445047489823609,0.0037313432835820895,0.0011872455902306649,0.0,0.0027137042062415195,0.0337516960651289,0.09752374491180461,0.0008480325644504749,0.016282225237449117,0.21879240162822253,0.0,0.008989145183175035,Астафьев,Прокляты и убиты. Книга вторая
0.015719899964272956,0.06252232940335835,0.012504465880671669,0.004108610217934977,0.014469453376205787,0.06395141121829225,0.04876741693461951,0.016434440871739908,0.0008931761343336906,0.0005359056806002144,0.08377992140050018,0.03215434083601286,0.003394069310468024,0.0001786352268667381,0.07752768846016435,0.0028581636298678098,0.004287245444801715,0.0001786352268667381,0.0,0.01786352268667381,0.007681314755269739,0.0003572704537334762,0.004108610217934977,0.0003572704537334762,0.0,0.003215434083601286,0.010896748838871026,0.01321900678813862,0.04215791354055019,0.06913183279742766,0.0037513397642015005,0.0005359056806002144,0.0,0.003929974991068239,0.03483386923901393,0.08842443729903537,0.0014290818149339049,0.022329403358342267,0.2222222222222222,0.0,0.009289031797070382,Астафьев,Прокляты и убиты. Книга вторая
0.020080321285140562,0.06389193136181089,0.012048192771084338,0.0036509675063891934,0.014421321650237313,0.05878057685286601,0.045637093829864916,0.015516611902154072,0.0014603870025556773,0.000547645125958379,0.07867834976268712,0.028294998174516247,0.0036509675063891934,0.0009127418765972983,0.08013873676524279,0.0018254837531945967,0.0038335158817086527,0.00018254837531945966,0.0,0.015151515151515152,0.00529390288426433,0.00018254837531945966,0.004198612632347572,0.00018254837531945966,0.0,0.005841548010222709,0.008944870390653524,0.011317999269806499,0.05220883534136546,0.07210660825118656,0.0038335158817086527,0.000547645125958379,0.0,0.002555677254472435,0.03778751369112815,0.08470244614822928,0.0018254837531945967,0.019532676159182184,0.2322015334063527,0.0,0.008032128514056224,Астафьев,Прокляты и убиты. Книга вторая
0.01833944648216072,0.05835278426142047,0.011670556852284094,0.003167722574191397,0.015838612870956986,0.06968989663221074,0.04701567189063021,0.016505501833944648,0.0028342780926975657,0.0005001667222407469,0.08019339779926642,0.03434478159386462,0.0040013337779259755,0.0,0.08619539846615538,0.003167722574191397,0.003667889296432144,0.0,0.0,0.01800600200066689,0.008502834278092697,0.0,0.004501500500166723,0.0,0.00016672224074691563,0.00266755585195065,0.007835945315105034,0.013337779259753251,0.04384794931643881,0.06968989663221074,0.0028342780926975657,0.0010003334444814939,0.0,0.004168056018672891,0.03567855951983995,0.08252750916972323,0.0010003334444814939,0.018672890963654553,0.2217405801933978,0.0,0.008336112037345782,Астафьев,Прокляты и убиты. Книга вторая
